Disk Write Speed (MB/s),Disk Read Speed (MB/s),CPU Usage (%),CPU Temperature (°C),Clock Speed (GHz),Cache Miss Rate (%),Power Consumption (W)
148.274146,275.8578718,44.93826318,46.7436409,2.418902365,3.24150632,61.48214437
133.1713376,310.5327469,41.60306008,60.96757268,3.525416203,4.983753975,112.0041279
254.6222586,329.0856581,50.43426037,65.65354187,1.570770377,0.198089159,107.4550933
236.1038734,228.7551773,38.1770634,45.34508445,4.049965358,4.493976851,77.39630436
237.9422369,248.9898028,56.57364699,54.78828574,3.336140272,1.31249206,64.97519938
245.061452,196.6414857,39.25274821,65.67485729,2.413362984,6.644968915,66.63948668
148.1251378,232.5544262,59.37047206,49.10580734,1.839313612,1.881238966,85.90856002
232.4758999,274.0374623,74.32013078,56.84021478,3.870073689,1.742483626,65.41530994
222.9491584,270.6014979,,70.88183569,2.80930079,2.677060211,85.55319782
171.1541665,248.2651509,47.38849085,77.95182763,2.805917838,0.626067131,81.35107542
264.7103308,214.162504,59.22661426,64.39915211,2.910691953,7.00335708,88.07416236
235.1944042,199.2319374,41.2828529,58.30746714,2.741848516,4.945340699,70.47235257
194.2599913,315.4454737,59.28641122,54.98601979,,1.646942264,76.17050738
147.7957291,327.0314312,61.10797721,69.10754099,3.391957024,7.401962883,62.11888186
93.56582791,259.2595258,71.66523553,71.33406399,2.793037446,16.28761264,79.14217975
157.1712116,185.2853211,37.88019908,48.43564203,4.418408651,9.726853141,65.41388805
181.1696391,234.7596366,31.1444952,69.10426816,2.692790409,2.674318745,81.51614944
197.5131651,239.0543948,43.84845221,53.92953698,2.143318775,1.743782829,96.10203999
237.7156695,293.1715861,30.64495321,51.40444226,4.440317422,0.040755111,76.2878837
156.2537157,322.3951356,61.28996408,58.46355796,2.388330313,1.497319011,74.29237919
148.788161,154.2179606,26.764974,,3.362426133,0.615571593,73.56004869
205.6765318,165.1795938,96.66032837,63.09405325,3.985799454,8.804852889,107.303545
241.8169342,324.3676949,75.91855723,62.82331665,1.511864245,7.512340272,74.92696104
155.4687435,360.745638,50.25151539,63.52441654,2.348499919,3.181331574,75.71701923
206.4597884,212.8871456,67.34788986,64.67658019,3.095455388,0.622394869,56.56014821
244.2001809,181.1375712,17.26396271,,2.86764579,3.665208179,68.43763097
120.1445116,334.6891478,100,66.31888765,1.71839211,3.780708485,95.17812673
212.6234069,,38.19570776,53.40317804,2.841169103,4.987060897,125.7664472
146.2442183,243.90334,47.59005172,66.51007651,1.81784909,3.729781985,69.20731167
,197.4703356,12.88133426,68.56985348,2.249609146,0.524299779,83.6543732
139.1949392,324.6410378,59.72574609,66.99136595,3.746364225,5.094641257,115.9406225
119.2537822,104.5798623,27.87311686,67.51028832,2.035715076,23.30702117,98.83972733
178.7216191,406.4716237,52.03311523,64.6486564,3.495840885,5.01838839,96.6031441
276.4481648,203.7430379,39.11451134,71.73442915,4.418790611,2.254246554,92.03962727
170.7680082,283.9243138,28.4451213,37.28386216,2.240949536,4.862161469,86.15021783
157.0955226,316.575826,33.91276996,68.53745958,2.278641704,4.091216635,56.76340394
118.2395933,175.3701741,,79.75457527,4.359277303,0.499145339,73.33652929
260.4183148,286.1061193,24.37018054,53.78104525,3.495417067,5.027360501,95.72813222
221.7810821,298.2691423,35.02376658,52.66270142,3.810311753,5.291015678,73.33213047
149.6633983,259.5502691,63.26546763,72.86319013,3.874540616,,86.35719931
172.1700987,,100,50.73260661,3.689574187,1.789367787,62.31511693
118.1805601,226.6160045,59.55177639,53.33275687,4.430392784,3.438507473,79.05436686
277.0317684,133.9138063,31.65476716,61.6994852,2.324236183,0.782554625,48.7304348
199.3391099,214.6837786,42.6577166,52.0104879,3.0551083,0.482236095,432.3936144
189.6260257,259.1109205,50.63178012,68.75024502,3.492235286,7.028426965,74.22188077
260.1208328,253.6102068,43.01150099,52.09197878,3.6217834,1.009993475,106.1663456
222.2035463,284.3274292,68.06116333,63.60633348,2.076464856,1.427953476,83.17044715
230.6731077,186.9150931,54.34946966,62.84482463,4.126521963,2.399480868,115.3982938
187.8637827,88.65934282,68.1570477,76.63888072,3.944234637,6.345539454,61.18373301
201.9217816,238.8209146,43.71112419,71.65301866,2.29250556,4.179538908,120.4748462
208.7399197,266.9071691,76.51000439,54.70472459,3.131898705,3.058605257,98.46292392
191.1983012,282.6856989,,47.35507594,2.384126807,20.73910901,98.75269765
284.2017326,360.4451729,30.57620262,68.37968842,2.597662629,3.183117324,122.7622712
224.1919255,214.5806762,93.54640762,53.46609165,3.100707544,4.422616793,95.47418117
300.1567641,276.8364128,13.50044506,56.64323262,3.118449648,0.431537336,86.52705658
268.9124125,280.6474465,35.22522549,49.4017231,3.096176523,1.585963199,49.08934578
111.4808884,314.5385175,37.45944296,66.79011931,3.132777304,1.732606615,94.31480162
136.8024934,246.1776736,100,53.53506884,3.408392056,1.264615053,72.15281763
177.5890658,341.6102023,86.13717768,59.64958312,1.547120679,1.757085599,84.15911695
191.0795969,280.1214457,79.87856287,59.80496934,1.9194672,3.304788119,87.25651523
239.1899382,285.4513391,43.38682675,61.8356062,2.910831678,9.699526261,64.18231925
177.778524,265.1834559,,66.61638502,3.625171493,5.175058992,98.8747457
163.1621851,225.42362,57.36704008,57.57179628,3.027801777,7.998951919,82.28964455
239.7655745,261.1198097,69.54526741,52.58572418,3.386827207,,96.47338658
233.8058755,253.2758112,53.59390762,41.40455366,4.412083143,4.195948321,90.71704303
286.9772001,345.0870564,49.01066857,61.02629629,3.690197413,0.358890231,82.18714732
215.2413853,306.2306848,44.96442652,58.43000959,4.319599975,0.762433541,111.2068166
223.098455,240.9013961,45.80720013,52.8952717,1.55701648,8.894235097,64.66122661
246.9111037,226.516398,62.16983297,60.62552462,2.841475706,24.65841452,49.12707785
241.9181113,163.879586,57.34399598,68.55982673,2.563546929,7.635774365,76.42651182
306.1191779,306.4832133,49.3705726,71.11888085,3.61657257,1.095503438,80.16270741
135.8640266,317.1448251,80.19047985,44.64862582,4.288309291,0.124121794,81.81075392
310.4754668,236.5867007,0,56.39138699,1.62084644,0.201469821,62.46101216
126.1455184,58.87823651,60.19774496,69.61025212,1.671914644,1.562292246,70.22979409
248.0776052,272.4577188,64.35477413,75.96041035,3.5185067,10.64116106,104.7504224
173.9158263,214.504521,72.93925737,51.82736347,2.538163551,1.199202487,62.59925498
159.9051178,259.6140711,48.70257118,73.78322929,2.109062576,5.145829247,87.46376724
142.9465621,235.3110444,54.15840135,46.49903718,4.364143189,0.744350041,50.51157166
248.0113272,286.1907114,69.71896767,71.48284563,ERROR,6.130064771,73.13142395
192.1289052,305.1918559,79.82332809,57.18243668,2.321939111,0.795424409,71.36876583
,251.8130157,43.9892803,75.62823266,2.495086563,2.426218581,120.5855352
221.4314843,208.0755756,55.33951566,55.35968784,3.848345518,1.153753675,90.07809273
265.9405141,273.3414033,83.57147929,56.90109273,3.185223215,1.619374709,44.06144719
154.407532,299.0809787,7.519458482,58.66607371,2.485120467,6.187378944,76.44231183
184.5060786,348.7618599,36.199748,44.62949845,2.009260316,4.123684703,96.99944941
209.0727655,365.3428692,79.31671957,42.37527329,2.153642131,0.531259277,67.63173704
149.7546879,230.591435,71.85075667,65.10154193,1.616022581,8.992913552,82.88258614
188.3021954,192.5172543,60.44890422,69.88462347,4.010593235,4.625715047,913.8852804
216.7777975,304.2498449,41.02806254,66.07577503,1.851556302,1.658807009,100.4671958
197.7648633,221.4436592,32.36363002,47.46024386,3.969139619,2.5461389,44.79229969
243.0055346,259.002305,38.17568762,64.80188745,1.91752892,10.68583487,46.15115931
297.178613,,80.96016442,50.09796026,4.217723683,1.969737113,95.80803628
145.813185,238.4310881,37.43114622,64.07652708,3.535532387,1.63872952,126.6998951
197.3111083,318.8289082,52.02845928,71.31299145,2.5560984,1.182188647,87.73375263
237.8951498,241.9184978,34.9258471,63.67466853,2.678081728,7.754968186,646.9167719
,241.3315446,,104.0824271,2.35368027,1.473780036,97.39153796
206.0428033,180.8412529,39.22547439,58.50012529,2.133870123,3.214088563,65.62959013
168.9720462,155.9174479,,57.83350679,4.233204599,0.050246737,77.26369936
238.4201688,305.0748247,16.33235734,60.67351298,2.053262252,15.9830433,76.63924038
161.1924474,250.4710477,17.73263528,46.57358916,2.027845462,8.954798978,90.81110872
194.0142889,274.5933338,50.15346387,55.97048924,2.580791736,5.288592658,54.77517179
200.8174241,304.7015842,,56.8486683,4.452956004,1.833326671,91.91872734
202.5830567,175.3575806,92.10173279,57.16000057,2.894751678,1.038754604,84.78281295
172.8981026,222.6713148,8.769537758,62.68291167,2.566040973,2.88157736,84.34046245
198.5921029,303.8904926,33.99649403,45.1967088,4.495651541,1.265758604,69.96623345
151.971573,288.8561618,50.33401735,48.54386016,3.720125401,13.82305421,80.12096224
222.8419806,245.8135388,42.69734124,71.32069597,4.333875936,6.612428467,73.6616656
210.8212495,232.9757485,27.91709087,39.92751776,2.246769073,5.848630447,68.00225334
225.5756045,229.9846148,30.84144321,66.16371069,3.762589056,5.677372225,328.2566843
177.7749864,291.3500776,30.18691845,56.26440319,4.171938152,7.244530968,90.36260046
190.4973788,419.2155093,44.2655661,61.60122482,3.0880871,,69.24610164
223.1878409,199.6182189,89.03858179,75.58098785,2.771648528,1.494139643,76.48169566
236.9016343,375.1953389,,58.68817214,2.38787212,4.285592711,415.2953478
266.6911758,174.3947058,73.65800979,66.25388006,3.20182731,1.232072854,55.71123438
235.0031235,161.0697181,60.13952692,60.58566968,2.07642011,4.580115203,71.83139377
176.3693667,184.2601236,72.27724796,58.9062383,2.795538807,15.92003013,39.2912088
193.3180783,369.0649087,0,57.66824702,3.547625112,2.018804511,70.60386038
156.5903816,143.0619494,43.91083958,67.01058349,3.457068144,7.081234501,103.8151739
150.8873056,202.2188476,76.14270846,52.68398134,3.599680682,2.841260673,107.0158458
216.8580603,227.8312865,38.56528355,48.67976811,3.259650181,6.30775706,79.83883962
253.7058937,271.3640564,85.2494633,60.74474973,1.507891075,0.327306801,118.6346444
192.7686227,271.4178514,79.67780308,61.92784004,1.580206291,2.267892386,80.16762647
152.8179775,254.7666573,40.61738568,41.75841835,3.240780527,6.466593679,59.99464757
109.5967247,228.8425126,39.93672962,59.89512571,4.397885827,9.35351415,72.9451471
190.7244992,171.8020564,29.72788315,47.73123079,2.083348427,2.695630151,95.62425593
207.1776135,217.8468295,37.40811536,66.26843107,3.652148459,4.005360832,86.87318729
234.8811352,351.1751515,25.34821872,41.96315144,2.79961763,16.90367874,93.08461363
227.6775526,307.8331296,58.57622361,79.2507583,1.91728808,3.034482766,79.65168448
217.2423303,299.4112824,20.87907013,56.61801583,1.599835455,1.344452075,93.16021566
181.228086,134.3102479,62.07466032,51.35038052,3.640125445,0.104312713,72.94603418
272.1660114,255.6853105,62.56157394,57.1702754,1.931808777,12.74730142,76.34481117
202.620391,,16.7759119,65.56270859,2.395288576,0.27940148,61.13220985
157.4511429,301.8905355,80.99637213,68.90470089,2.704134584,1.363281119,83.09568318
189.0001407,211.0153963,60.27218589,57.2568869,3.617619253,9.70978817,100.5705686
195.6174375,200.0282128,64.99396043,45.61309585,2.662864872,14.01094631,44.11149746
222.0932284,203.3515619,34.82669597,47.87702866,2.658870882,5.476007273,83.32998117
189.8699187,174.2683968,62.44758237,62.86387699,3.882701439,1.496730304,85.82594051
202.5737135,300.0102049,72.52786899,69.8732713,1.520943418,1.561073507,69.75734673
147.3459724,242.6052055,48.02783202,71.17475252,3.761570925,3.520318613,78.19263244
188.4165352,242.3053417,90.03844918,61.68092575,3.065038804,13.60017917,53.21393862
186.3979363,194.6267441,50.8812927,69.67299566,3.12504464,14.66987753,107.9536647
272.3163849,289.6811518,72.81571601,79.12349218,2.536671203,2.815787131,80.87199525
187.4658512,181.7004061,55.86017615,71.90347713,1.777460633,1.936801554,94.61798882
197.1544288,237.7063411,61.71043066,69.22037901,1.77250044,,75.24964738
133.5794487,347.7038069,16.57335465,51.93442817,2.522520722,1.330215098,61.30328193
,316.3692408,57.42107476,69.6261962,3.661235603,0.94405894,34.65789358
108.9041117,396.3784063,35.30049797,64.61232478,4.174939354,5.758334003,97.48134959
120.8874603,268.8700415,33.07203388,66.50645628,3.936673964,1.504476357,94.90986322
250.0927318,244.6760344,84.88206369,72.61106279,3.893754855,8.863446428,90.17324202
185.1525637,302.5924953,45.72459504,63.58557848,1.517199693,1.420433137,91.83718415
232.3445078,199.4674836,29.93396338,58.97453669,2.074850017,3.994146381,90.42912807
184.5263564,371.5064264,42.81736744,49.30134192,4.335263725,6.192442253,78.11104299
165.7845594,347.2143988,23.99099542,,4.110499152,5.287325917,101.9378002
184.933021,239.8937935,78.67768936,62.12852267,1.880191895,0.601623261,99.79290639
88.14550925,175.2432694,36.08638512,62.7761934,3.408499299,1.606937698,114.8569033
194.5721288,368.8494744,60.58599868,62.43876299,2.799380329,0.083365121,72.909075
221.888244,245.4653776,77.12213428,69.5950986,1.523050668,4.461950785,69.88979267
180.8565183,163.5732047,39.99694638,68.653647,3.900457457,4.787911259,89.46448362
183.5929055,284.5613804,60.64044865,59.37911759,4.329404541,3.228331263,59.17341634
110.9944634,312.7127241,29.3982789,,4.262333848,5.026775695,87.8580403
229.0060545,373.8636119,98.91539138,63.83357937,2.652829669,9.528596378,91.0483361
248.5004701,312.1985546,68.72760269,82.46337548,3.863444649,1.468428586,110.2271238
129.4402933,325.8334733,127.3757895,63.21242775,2.993935458,3.863677048,56.52863205
221.8104956,250.6909727,34.54332538,57.04076048,4.439966825,0.726305817,48.42906586
206.7296187,109.9221209,47.72006894,65.35836152,4.389857627,1.337685001,67.39358072
,209.0527294,43.20032555,65.95736259,3.820059194,1.818164001,76.95338817
149.5727522,326.6086014,89.05889108,65.846506,2.913992678,6.222024557,84.06034061
266.3681875,241.453304,25.48930556,73.72880195,4.205810298,0.794848048,106.4773156
239.5783348,282.471421,52.69602847,63.86092957,2.17187086,5.958781718,94.20037547
168.3970528,218.4820062,49.63323867,73.25412235,2.142662723,0.491643195,61.75742469
214.6474045,120.1156669,47.65179399,62.30234114,3.174708006,5.692253709,85.69259187
204.6623768,143.432064,47.8276669,75.12498268,3.957138868,7.638305363,66.0240161
196.1478713,,47.6785838,72.06735196,1.686306458,11.61251542,91.47993379
188.4250807,232.9618099,67.46132133,69.21799412,3.854092228,8.860010743,75.85459765
125.6177859,179.4204553,62.17968893,67.89185736,4.347970098,5.10110598,84.41392464
156.8305729,2122.309955,58.37823223,83.01517677,3.137993913,7.747510097,60.28250132
279.262103,260.9105571,0,70.76617589,2.140671569,6.343980038,72.93640559
179.3456115,253.9202374,55.99589748,51.50682995,3.395014724,3.20555297,128.0077701
137.0734616,306.1640038,16.8872128,62.45900551,2.09048395,7.729421775,96.76084778
177.437273,368.5235321,62.92640326,57.35283232,2.671412102,0.02675726,70.36455049
181.8453655,287.013184,79.48994735,80.64476317,3.598891081,8.155622819,51.78840222
285.8289873,176.8607958,31.47521775,72.5143756,2.644075042,12.8908736,84.97792301
217.6503508,184.4113406,44.76438555,80.31951025,2.953099406,12.24831866,73.37810206
265.0982542,286.4789909,38.0128859,52.40005472,3.135758662,32.71535264,66.15871316
86.2158416,223.5631115,74.70863552,71.01674679,2.518267991,1.634238796,96.42256406
232.2038934,225.0481498,51.90055771,46.35471017,1.728963212,,93.63981401
,255.6852042,84.56658761,,3.03269252,3.391780739,50.67230644
210.1097153,211.1313659,58.27508406,56.03043868,2.963438733,2.09662832,109.5197732
201.0440483,233.5947848,54.84900361,75.12375137,2.779476977,3.055729384,93.78962274
329.4558277,269.2491034,51.36413565,50.07384959,2.05345449,2.253821022,85.67784051
239.2203172,189.4170831,66.35984199,59.83188153,1.656893886,9.656825854,66.6825892
172.3967382,288.4189269,,71.88842868,3.979915519,3.911754948,61.90445104
99.70170726,272.6519975,51.70687911,68.46413161,3.096949674,7.872805874,99.275133
217.9204252,285.6855532,48.59907113,82.16186579,4.440873865,1.76979594,96.48005443
187.3582236,336.4548765,64.50837654,60.03371992,4.43347147,2.510111253,55.79142401
285.4411701,253.6953398,46.24596788,55.58370455,3.240223215,1.687026693,82.19733272
166.899843,257.4430662,29.22531132,49.05518919,2.970367626,17.78202875,59.73707967
215.7107906,215.7040828,50.1470135,56.3200006,2.05935083,2.947715936,121.2548819
303.1513517,253.1570246,28.34318942,48.96401041,2.638007147,2.635917497,80.45012205
212.8606758,176.8563861,11.49475575,42.0355472,3.856292793,9.158309493,104.2684302
227.3826722,207.8955854,64.54244963,79.63392581,4.389672045,7.075176495,88.19629214
237.8313962,229.2803348,61.58123145,60.48906799,3.299483939,12.65028808,83.51460455
206.8316833,1758.800999,59.34181888,85.91466871,3.350660765,7.019048011,69.47642318
,87.81702978,76.05856844,51.60711563,4.32737165,2.131299544,98.03820494
233.1274393,269.7166585,,55.71191391,1.880825334,1.796353037,93.42217029
,306.7443429,21.37771714,52.24630988,3.335521773,5.769059809,51.34174377
212.6223293,185.2843039,48.59940446,53.59243935,3.256282789,0.694277334,62.07401596
202.828266,257.803571,43.04999401,68.73603744,2.115287544,0.465075179,83.82790089
282.4328808,135.1762696,33.15408566,65.66323966,3.821448444,7.910333131,121.909237
192.4841048,228.7655575,48.40301693,68.75409425,1.857605654,5.05168993,107.6526451
234.1689901,3211.579344,37.76789708,73.42271592,1.689726168,1.235053278,66.04579632
210.3832152,201.510829,13.27989433,71.07355044,2.958405932,5.535733916,23.68195194
268.2207814,131.2696588,41.17646618,49.91510256,2.399163513,1.851499537,54.65392501
201.057816,328.681133,27.27249667,54.76181436,2.808409747,1.671405087,70.9391882
213.894552,176.9759837,54.63296143,61.2148281,1.837770328,1.597045439,77.15740067
137.6139315,203.766844,36.87930484,97.27833345,2.857207216,3.533893175,70.58995397
212.0081546,3055.52718,72.23262948,67.72400142,2.818810183,14.18117362,99.96120674
183.6641929,272.1673857,82.07732135,61.06688808,4.399645316,14.82375058,60.04284375
156.4550046,197.4658032,63.58762746,66.73274722,3.667707298,3.952548957,76.68519321
198.0823013,272.7512912,18.97947636,53.96885946,4.261418888,10.14486394,108.2200374
270.4560564,167.56722,80.10391998,62.62425511,3.843702929,3.518281904,113.9498717
172.5955386,144.2288396,81.51440901,69.54662185,3.863525769,3.386990044,59.98703564
240.2317127,293.7949325,50.37581023,59.71004315,4.097185959,0.194621865,52.38647949
170.7362137,252.3053071,76.45852321,52.43446746,2.267674966,6.834391981,84.52439567
143.4892752,374.5084306,38.96649724,59.22125947,2.780141819,5.0699944,112.8462615
225.1862698,298.0773869,12.6750813,56.80423391,4.125628156,2.287590916,88.04283008
